"person_code";"person_name";"person_phone";"JAN";"FEV";"MAR";"ABR";"MAI";"JUN";"JUL";"AGO";"SET";"OUT";"NOV";"DEZ";"EXT"
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"X";"";"";"";"";"";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"X";"";"";"";"";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"X";"";"";"";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"";"X";"";"";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"";"";"X";"";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"";"";"";"X";"";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"";"";"";"";"X";""
"7720";"Sr. Aaron Francisco Delatorre";"(61) 2877-4428";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1990";"Sofia Rosa Camacho Filho";"(42) 2378-7685";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"X";"";"";"";"";"";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"X";"";"";"";"";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"X";"";"";"";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"X";"";"";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"X";"";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"X";"";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"X";"";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"X";"";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"";"X";"";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"";"";"X";"";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"";"";"";"X";"";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"";"";"";"";"X";""
"4289";"Franco Andres Delvalle";"(61) 2915-2135";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"X";"";"";"";"";"";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"X";"";"";"";"";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"X";"";"";"";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"X";"";"";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"X";"";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"X";"";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"X";"";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"X";"";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"";"X";"";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"";"";"X";"";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"";"";"";"X";"";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"";"";"";"";"X";""
"9674";"Dr. Rebeca Valência";"(85) 8045-4831";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1294";"Natal Tamoio Romero";"(13) 3381-8366";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"X";"";"";"";"";"";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"X";"";"";"";"";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"X";"";"";"";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"X";"";"";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"X";"";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"X";"";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"X";"";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"X";"";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"";"X";"";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"";"";"X";"";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"";"";"";"X";"";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"";"";"";"";"X";""
"2937";"Ivan Lira Sobrinho";"(59) 2562-5245";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5730";"Samanta Valdez";"(95) 98276-4727";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"X";"";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"X";"";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5730";"Samanta Valdez";"(95) 98276-4727";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"X";"";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"X";"";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"X";"";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"X";"";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"";"X";"";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"";"";"X";"";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"";"";"";"X";"";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"";"";"";"";"X";""
"5207";"Sr. David Mário Ferreira Filho";"(26) 9730-8148";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"X";"";"";"";"";"";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"X";"";"";"";"";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"X";"";"";"";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"X";"";"";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"X";"";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"X";"";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"X";"";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"X";"";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"";"X";"";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"";"";"X";"";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"";"";"";"X";"";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"";"";"";"";"X";""
"8071";"Srta. Fátima Carrara Neto";"(34) 9668-6922";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"X";"";"";"";"";"";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"X";"";"";"";"";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"X";"";"";"";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"X";"";"";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"X";"";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"X";"";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"X";"";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"X";"";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"";"X";"";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"";"";"X";"";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"";"";"";"X";"";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"";"";"";"";"X";""
"1564";"Regina Alessandra Grego";"(69) 3764-7708";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"X";"";"";"";"";"";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"X";"";"";"";"";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"X";"";"";"";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"X";"";"";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"X";"";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"X";"";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"X";"";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"X";"";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"";"X";"";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"";"";"X";"";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"";"";"";"X";"";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"";"";"";"";"X";""
"6884";"Hugo Solano da Rosa";"(29) 3093-5243";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"X";"";"";"";"";"";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"X";"";"";"";"";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"X";"";"";"";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"X";"";"";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"X";"";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"X";"";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"X";"";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"X";"";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"";"X";"";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"";"";"X";"";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"";"";"";"X";"";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"";"";"";"";"X";""
"7433";"Evandro Caldeira Jimenes Neto";"(13) 2061-8075";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"X";"";"";"";"";"";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"X";"";"";"";"";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"X";"";"";"";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"X";"";"";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"X";"";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"X";"";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"X";"";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"X";"";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"";"X";"";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"";"";"X";"";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"";"";"";"X";"";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"";"";"";"";"X";""
"6875";"Sra. Miranda Salazar";"(72) 2471-9016";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"X";"";"";"";"";"";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"X";"";"";"";"";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"X";"";"";"";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"X";"";"";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"X";"";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"X";"";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"X";"";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"X";"";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"";"X";"";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"";"";"X";"";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"";"";"";"X";"";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"";"";"";"";"X";""
"6677";"Isabella Zaragoça Sales";"(65) 9129-2116";"";"";"";"";"";"";"";"";"";"";"";"";"X"
"5171";"Dr. Christian Ricardo Madeira Sobrinho";"(78) 2175-9549";"X";"";"";"";"";"";"";"";"";"";"";"";""
"5171";"Dr. Christian Ricardo Madeira Sobrinho";"(78) 2175-9549";"";"X";"";"";"";"";"";"";"";"";"";"";""
"5171";"Dr. Christian Ricardo Madeira Sobrinho";"(78) 2175-9549";"";"";"X";"";"";"";"";"";"";"";"";"";""
"5171";"Dr. Christian Ricardo Madeira Sobrinho";"(78) 2175-9549";"";"";"";"X";"";"";"";"";"";"";"";"";""
"5171";"Dr. Christian Ricardo Madeira Sobrinho";"(78) 2175-9549";"";"";"";"";"X";"";"";"";"";"";"";"";""
